,name,username,description,location,followers,numberstatuses,time,tweets,wordlist,word_count,sentiment_label,sentiment_score
12867,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,1138,324,4/16/2016 19:09,One of the best scenes https://t.co/LoSCxGk8Cw,"['one', 'scene', 'best']",46,POS,0.8560323715209961
12879,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7458,7152,4/16/2016 21:36,Women under #Hamas rule in #Gaza. https://t.co/azCafvNBSW,"['', 'woman', 'rule']",57,POS,0.49646633863449097
12890,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/17/2016 0:12,RT @sparksofirhabi3: Allah is the Irresistible https://t.co/3V3FR7Zgxd,"['sparksofirhabi', 'allah', 'irresistible']",70,POS,0.9416462182998657
12906,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/17/2016 0:19,RT @sparksofirhabi3: The great reward https://t.co/Cof8Qzxdsf,"['sparksofirhabi', 'reward', 'great']",61,POS,0.986567497253418
12911,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/17/2016 0:19,RT @sparksofirhabi3: When Rasulullah ﷺ had strength after conquering Makkah... https://t.co/IY8eAmSZBl,"['makkah', 'strength', 'rasulullah', 'sparksofirhabi', 'conquering']",102,POS,0.9511352777481079
12930,Umm Abdul-Majeed,safiyaimback,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",Ghurabā,62,136,4/17/2016 8:15,May Allāh shower our khalif Abu Bakr Al-Husayni Al-Qurashi Al-Baghdadi(HA) with countless blessings. Ameen ☝ https://t.co/qjgfZkB2xw,"['alqurashi', 'alhusayni', 'allh', 'ameen', 'bakr', 'khalif', 'abu', 'albaghdadiha', 'countless', 'may', 'shower', 'blessing']",132,POS,0.9689843654632568
12980,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/17/2016 22:07,RT @sparksofirhabi3: The Ultimate Victory https://t.co/F4FsAFttyz,"['sparksofirhabi', 'ultimate', 'victory']",65,POS,0.8394657969474792
12994,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/17/2016 22:17,"RT @Saym3s: Listening to Quran with the sound of pouring rain is just perfect, so beautiful !","['sound', 'perfect', 'rain', 'sayms', 'listening', 'pouring', 'beautiful', 'quran']",93,POS,0.9630078077316284
12996,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/17/2016 22:36,"I ask AllaH azzawajal to grant the Aseers da sweetness of Iman and sakina in their cells,Make them even happier than those whoare free Ameen","['ask', 'sweetness', 'cellsmake', 'whoare', 'iman', 'sakina', 'ameen', 'even', 'allah', 'grant', 'free', 'aseers', 'da', 'happier', 'azzawajal']",140,POS,0.7964605689048767
13042,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,295,781,4/18/2016 17:20,@abdullahawez @Independent Yeah Yeah the holl world is fighting them and you talk about fears.,"['fear', 'talk', 'independent', 'abdullahawez', 'fighting', 'world', 'holl', 'yeah']",94,POS,0.5689383745193481
13094,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,295,781,4/19/2016 15:32,@m9klakish This one works perfect jazak Allah ghir ya akhi Mustafa,"['mklakish', 'ghir', 'work', 'mustafa', 'ya', 'perfect', 'allah', 'akhi', 'jazak', 'one']",66,POS,0.9629076719284058
13108,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/19/2016 16:29,"RT @RemindersForAll: Remember, everything happens for a reason &amp; that Allah is the best of planners. So, trust in him &amp; have sabr! https://…","['sabr', 'trust', 'amp', 'best', 'reason', 'everything', 'remindersforall', 'allah', 'planner', 'happens', 'remember']",148,POS,0.8202791810035706
13128,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,1138,324,4/19/2016 19:05,@Adamqamish3 lovely,"['adamqamish', 'lovely']",19,POS,0.9582029581069946
13143,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,1138,324,4/19/2016 19:18,@El_Maghrebi great map,"['map', 'elmaghrebi', 'great']",22,POS,0.9647029042243958
13193,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/20/2016 11:31,@SimNasr Congratulations and the title is well chosen.. There many who do not realize this yet.. @EditionsPlon,"['chosen', 'realize', 'many', 'title', 'well', 'yet', 'congratulation', 'simnasr', 'editionsplon']",110,POS,0.9824849963188171
13196,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/20/2016 11:38,@BrunFree It will be cool too @SimNasr @EditionsPlon,"['cool', 'brunfree', 'simnasr', 'editionsplon']",52,POS,0.9312493801116943
13229,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/20/2016 17:35,@arbetarsolen @DrPartizan_ Good luck guys; I am really praying for you.. Biji NDF.. Biji YPG..,"['ndf', 'drpartizan', 'biji', 'praying', 'ypg', 'really', 'luck', 'good', 'arbetarsolen', 'guy']",94,POS,0.9735106825828552
13232,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/20/2016 17:50,@mutludc Good news; please keep us posted.. @AsayishMedia,"['news', 'please', 'asayishmedia', 'posted', 'good', 'mutludc', 'keep', 'u']",57,POS,0.7974461317062378
13245,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/20/2016 18:14,"RT @ansari_captain: See how this beautiful kid reacting  to Music &amp; Quran .

May this video become an eyeopener to u

 #QuranOverMusic http…","['', 'ansaricaptain', 'http', 'amp', 'video', 'reacting', 'kid', 'may', 'see', 'beautiful', 'eyeopener', 'music', 'quran', 'u', 'become']",144,POS,0.7334743142127991
13293,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,928,8222,4/20/2016 21:41,RT @RamiAlLolah: WOAH! More interesting stuff were captured from SAA by #ISIS in eastern Khanaser battles.. #Syria https://t.co/uEA4umjehQ,"['', 'woah', 'interesting', 'captured', 'khanaser', 'ramiallolah', 'eastern', 'saa', 'battle', 'stuff']",138,POS,0.8339934349060059
13294,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,43,137,4/20/2016 22:16,RT @AllahsFavours: ...And upon Allah let the believers rely [...5:11],"['rely', 'upon', 'let', 'allah', 'believer', 'allahsfavours']",69,POS,0.6390450596809387
13351,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/21/2016 11:46,#ISIS; please stay away; we are enjoying the show.. #Syria https://t.co/LHqU7ij2cN,"['please', '', 'stay', 'enjoying', 'away', 'show']",82,POS,0.9752985239028931
13374,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/21/2016 15:03,"May Allah the almighty grant YPG victory over NDF/SAA, grant NDF/SAA victory over YPG and save the civilians #Syria https://t.co/0dZ5xXfYL2","['', 'ndfsaa', 'civilian', 'allah', 'almighty', 'grant', 'victory', 'may', 'save', 'ypg']",139,POS,0.8616637587547302
13379,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/21/2016 15:42,@CT_Analysis I have to admit; you are a smart ass Daeshi.. @AngelaKorras @twitter,"['admit', 'twitter', 'angelakorras', 'as', 'smart', 'daeshi', 'ctanalysis']",81,POS,0.7316890358924866
13421,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/21/2016 17:47,RT @AbdugheniSabit: Naan ( #Uyghur bread ) is very famous among the #Uyghurs #Uighur baker https://t.co/ylSuzayPZ3,"['', 'famous', 'baker', 'among', 'abdughenisabit', 'bread', 'naan']",114,POS,0.5522410869598389
13459,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/21/2016 19:21,Interesting note from @afaaaq20031: #ISIS is using same coloring scheme from Saddam era for its new car plates in Ninawa.. #Iraq,"['', 'afaaaq', 'scheme', 'plate', 'saddam', 'note', 'interesting', 'ninawa', 'car', 'era', 'new', 'coloring', 'using']",128,POS,0.6795786023139954
13510,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/21/2016 21:08,@WindOfVictories no mishmish ?,"['windofvictories', 'mishmish']",30,POS,0.839896559715271
13524,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/21/2016 21:42,"Hhahahahhahahahahhahahha Epic

https://t.co/XOyioLCS7C","['hhahahahhahahahahhahahha', 'epic']",54,POS,0.7965699434280396
13541,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/21/2016 22:32,@canaanitelord Good one @alurdun_,"['canaanitelord', 'good', 'one', 'alurdun']",33,POS,0.9678949117660522
13601,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7458,7152,4/22/2016 10:43,"Longest Range of Ballistic Missile in the World Successfully Tested By China
https://t.co/wg0sp2FlDT https://t.co/yU23osJ6Jd","['missile', 'range', 'china', 'tested', 'world', 'successfully', 'longest', 'ballistic']",124,POS,0.6758047938346863
13627,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 13:18,@__alfresco__ @AbuBlock @WindOfVictories LOL,"['windofvictories', 'abublock', 'lol', 'alfresco']",44,POS,0.5348522663116455
13673,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 14:59,"In Islamic theology, dreams with good premonitions are seen as glad tidings. ISIS supporters speak about one: https://t.co/3n95FiTZ1D","['glad', 'supporter', 'premonition', 'isi', 'tidings', 'speak', 'dream', 'islamic', 'theology', 'seen', 'good', 'one']",133,POS,0.9726816415786743
13692,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 16:31,@Abou_Naba_24 @Nassim886065021 l'EI a Lattaquié Genius,"['nassim', 'abounaba', 'lattaqui', 'genius', 'lei']",54,POS,0.6008254289627075
13779,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 19:54,Challenge accepted https://t.co/9FpDNLdWD8,"['challenge', 'accepted']",42,POS,0.5859493017196655
13802,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,928,8222,4/22/2016 20:20,"RT @WarReporter1: In Islamic theology, dreams with good premonitions are seen as glad tidings. ISIS supporters speak about one: https://t.c…","['glad', 'supporter', 'warreporter', 'premonition', 'isi', 'tidings', 'speak', 'dream', 'islamic', 'theology', 'seen', 'good', 'one']",140,POS,0.9368935823440552
13855,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 21:28,@BringBackVSO nice @ ahahahhahahaha,"['ahahahhahahaha', 'bringbackvso', 'nice']",35,POS,0.9693257212638855
13949,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7505,7248,4/23/2016 20:34,Pics from the Beautiful #Lataika Region,"['beautiful', '', 'pic', 'region']",39,POS,0.970162034034729
13953,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,302,799,4/23/2016 23:42,https://t.co/CQkZeCBiPR Listen to this brave man,"['man', 'brave', 'listen']",48,POS,0.7632825970649719
14059,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2326,1239,4/24/2016 22:56,ISIS improved their hacking a great deal since last year. Ops seen as spectacular last year now seen as normal: https://t.co/gcAUaQFJXe,"['ops', 'isi', 'year', 'great', 'hacking', 'spectacular', 'normal', 'deal', 'last', 'seen', 'since', 'improved']",135,POS,0.8231892585754395
14104,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,54,181,4/25/2016 2:34,RT @sparksofirhabi3: Salah is  comfort and support https://t.co/qcJKQw7F3C,"['sparksofirhabi', 'salah', 'support', 'comfort']",74,POS,0.5393313765525818
14105,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,54,181,4/25/2016 2:34,RT @sparksofirhabi3: his reward is surely incumbent upon Allah https://t.co/G9c8yzhu5x,"['incumbent', 'reward', 'surely', 'allah', 'sparksofirhabi', 'upon']",86,POS,0.7244199514389038
14129,Ibn Rawaha,sonofshishan,"Independent reporter with ties to the BBC, Vice News & RT",,145,57,4/25/2016 10:00,The future of this Ummah Insha Allah https://t.co/t2o04tS2ao,"['allah', 'insha', 'ummah', 'future']",60,POS,0.5625506043434143
14149,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2326,1239,4/25/2016 12:30,@_NewsStream_ Is that what Belgian media is saying? Can I have some links? Seems like an interesting story to pursue.,"['newsstream', 'pursue', 'interesting', 'seems', 'belgian', 'link', 'medium', 'story', 'saying', 'like']",117,POS,0.7585225701332092
14170,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,477,901,4/25/2016 16:25,@HooodMz2 yes that's why sisi is there...,"['sisi', 'thats', 'hooodmz', 'yes']",41,POS,0.9291936755180359
14247,Maghrabi Arabie,MaghrabiArabi,"I'm not a terrorist , just an Islamic Analyst watching events in the ME. Not affiliated with IS or AlQaeda",Dunya,302,799,4/25/2016 21:41,"@MaghrebiWS2 I understand him very good hamdolilah,  i think he is from tangar.","['hamdolilah', 'understand', 'think', 'tangar', 'good', 'maghrebiws']",79,POS,0.7319438457489014
14280,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,477,901,4/26/2016 15:31,@WindOfVictories you're still not getting Umm Ibrahim,"['windofvictories', 'ibrahim', 'still', 'umm', 'youre', 'getting']",53,POS,0.6339384317398071
14281,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,477,901,4/26/2016 15:32,@WindOfVictories prove it :p,"['windofvictories', 'p', 'prove']",28,POS,0.803059458732605
14340,N i d a l,Nidalgazaui,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Germany,4420,5597,4/26/2016 19:58,"Very Nice Map of the Military Situation of #Fallujah.

Via @ArtRosinski https://t.co/i0O4FySIPZ","['', 'situation', 'map', 'artrosinski', 'nice', 'military']",95,POS,0.8686103820800781
14427,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/27/2016 16:45,"RT @PalmyraPioneer: #Assad says That #USA is the main cause of what is happening in #Syria
And here they are today celebrating with them ht…","['', 'palmyrapioneer', 'say', 'celebrating', 'happening', 'cause', 'today', 'main', 'ht']",140,POS,0.9167900681495667
14440,Umm Abdul-Majeed,safiyaimback,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح| Baqiya|

Ahl' us Sunn'āh wāl Jāmm'āh",Ghurabā,114,197,4/27/2016 18:13,"Love you Fisabilillah ya Muslimeen

Tisbah al khair ☝ https://t.co/Unpaav7IXu","['love', 'ya', 'fisabilillah', 'al', 'muslimeentisbah', 'khair']",77,POS,0.9904869198799133
14480,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,477,901,4/27/2016 20:45,"RT @twdwln: #Fallujah did not bow for anyone but Allaah, and Allaah rewarded them with blessings in their harvest

 https://t.co/fk5CYZi4RL","['', 'rewarded', 'anyone', 'twdwln', 'harvest', 'allaah', 'bow', 'blessing']",139,POS,0.6777496933937073
14481,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,477,901,4/27/2016 20:49,RT @WindOfVictory: Make yourself submissively gentle to your parents with good compassion. They also took care of you! https://t.co/qgOvaOE…,"['took', 'gentle', 'parent', 'compassion', 'make', 'care', 'also', 'good', 'submissively', 'windofvictory']",140,POS,0.9297810196876526
14637,btt_ar,btt_ar,,,138,99,4/28/2016 20:21,"In the name of Allah, the Most Gracious, the Most Merciful... 
Thursday, April 28 , 2016 CE
الخميس, 21 رجب، 1437 هجری","['gracious', 'name', 'merciful', 'ce', 'april', 'allah', 'thursday']",117,POS,0.8587694764137268
14753,كتكات كوكونت,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1774,6392,4/29/2016 15:03,@saladinisback1 looooool,"['saladinisback', 'looooool']",24,POS,0.6254081130027771
14786,كتكات كوكونت,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1774,6392,4/29/2016 17:29,"RT @AleveryJunior: Sans surprise, le livre de Wassim Nasr  est excellent. Je conseille à tout le monde !","['le', 'conseille', 'wassim', 'est', 'de', 'nasr', 'aleveryjunior', 'tout', 'surprise', 'excellent', 'je', 'monde', 'sans', 'livre']",104,POS,0.9598212242126465
14791,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,54,181,4/29/2016 17:44,"RT @schumelli1: Those who call you to Allah even if they are doing it for ""retweets"" are better than those who call you to Fitnah. https://…","['schumelli', 'fitnah', 'call', 'allah', 'better', 'even', 'retweets']",140,POS,0.6507353782653809
14801,كتكات كوكونت,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1774,6392,4/29/2016 18:45,@StrangerAkh hahahahahha amazing,"['strangerakh', 'amazing', 'hahahahahha']",32,POS,0.971900224685669
14832,كتكات كوكونت,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1774,6392,4/29/2016 19:34,@JohnJestohutur Thanks for telling the truth,"['telling', 'truth', 'johnjestohutur', 'thanks']",44,POS,0.8428303003311157
14842,كتكات كوكونت,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1774,6392,4/29/2016 19:52,RT @saladinisback1: #AleppoIsBurning https://t.co/lf3ddy8jlE,"['', 'saladinisback']",60,POS,0.7605432271957397
14852,كتكات كوكونت,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1774,6392,4/29/2016 20:07,@saladinisback1 lol,"['saladinisback', 'lol']",19,POS,0.8374527096748352
15004,wayf44rer,wayf44rerr,justnothing,Nowhere,1398,502,4/30/2016 17:09,@OumDujana yes,"['oumdujana', 'yes']",14,POS,0.6987529993057251
15070,Murasil,murasil1,"Latest Reports, Breaking News and Real-Time Updates with Special Focus on Background, Analysis and Investigative Reporting. Follows, RTs ≠ endorsements.","Bandar Seri Begawan, Negara Brunei Darussalam",195,129,5/1/2016 17:56,Anti-immigrant AfD says Muslims not welcome in Germany https://t.co/fsF79RTp6x,"['afd', 'welcome', 'say', 'germany', 'antiimmigrant', 'muslim']",78,POS,0.867201030254364
15108,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2523,1331,5/1/2016 20:45,PT: This is an excellent example of Hamas' ability to compromise on their principles by allying with non-Muslims against fellow Muslims.,"['example', 'fellow', 'pt', 'allying', 'muslim', 'principle', 'excellent', 'ability', 'compromise', 'nonmuslims', 'hamas']",136,POS,0.715205729007721
15362,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,62,260,5/3/2016 20:22,RT @sparksofirhabi4: The best river in Jannah https://t.co/VU77StvyK4,"['sparksofirhabi', 'jannah', 'best', 'river']",69,POS,0.9596751928329468
15380,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2523,1331,5/3/2016 21:47,ISIS used 3 remote-controlled Vehicle-Borne IEDs (VBIEDS). This is a significant technological breakthrough: https://t.co/tTLJzr0vwp,"['vehicleborne', 'ied', 'isi', 'technological', 'remotecontrolled', 'used', 'vbieds', 'breakthrough', 'significant']",132,POS,0.7779732942581177
15427,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,566,1067,5/4/2016 12:26,"RT @_SalmanHashimi: This high quality, perfectly accurate map was uploaded by Al A'maq news agency: https://t.co/7WE39cBdwG","['news', 'quality', 'high', 'perfectly', 'accurate', 'al', 'amaq', 'map', 'agency', 'salmanhashimi', 'uploaded']",123,POS,0.9319510459899902
15497,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,566,1067,5/4/2016 18:27,"What is the greatest pleasure in Jannah?

Seeing Allah (ﷻ) and knowing that Allah (ﷻ) is happy with you and will never be angry with you.","['pleasure', 'jannahseeing', 'greatest', 'happy', 'never', 'allah', 'knowing', 'angry']",137,POS,0.8433906435966492
15502,Al-Aswad,__alfresco__,"| Random Musings of a Pasta  Aficionado | Against Extremism | Not affiliated with Anyone, Group or Organization |",,566,1067,5/4/2016 18:56,"""The love between a Muslim husband and wife is true love because it will last forever."" *

*In Jannah","['wife', 'jannah', 'love', 'last', 'forever', 'husband', 'muslim', 'true']",101,POS,0.8324130177497864
15527,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,912,8378,5/4/2016 22:06,RT @WarReporter1: ISIS used 3 remote-controlled Vehicle-Borne IEDs (VBIEDS). This is a significant technological breakthrough: https://t.co…,"['vehicleborne', 'warreporter', 'ied', 'isi', 'technological', 'remotecontrolled', 'used', 'vbieds', 'breakthrough', 'significant']",140,POS,0.6667541265487671
15535,wayf44rer,wayf44rerr,justnothing,Nowhere,1398,502,5/4/2016 22:13,"@iQ_i92 yes i see, the fields are very close to each other anyways","['field', 'iqi', 'close', 'anyways', 'see', 'yes']",66,POS,0.5299420356750488
15543,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2523,1331,5/4/2016 22:41,RT @filipsweet: @samykamkar sure did a good jobb with proxygambit https://t.co/EoWNBwDiPZ,"['proxygambit', 'filipsweet', 'sure', 'samykamkar', 'jobb', 'good']",89,POS,0.9715880751609802
15616,Murasil,murasil1,"Latest Reports, Breaking News and Real-Time Updates with Special Focus on Background, Analysis and Investigative Reporting. Follows, RTs ≠ endorsements.","Bandar Seri Begawan, Negara Brunei Darussalam",195,129,5/5/2016 12:17,"RT @PatrickOsgood: ""The cost of winning Ramadi has been the city itself."" By @sgreports  https://t.co/NdUm7p582w","['city', 'sgreports', 'winning', 'patrickosgood', 'ramadi', 'cost']",112,POS,0.7272727489471436
15672,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,62,260,5/5/2016 17:40,RT @Alhamdhulillaah: May Allah keep us firm on His obedience and on that which He loves and is pleased with. Ameen,"['love', 'pleased', 'firm', 'obedience', 'ameen', 'allah', 'may', 'alhamdhulillaah', 'keep', 'u']",114,POS,0.9899086952209473
15673,☝️,melvynlion,"If you have trust in Allah, you have no need to worry, as one way or another the sun will shine again.!!!",,62,260,5/5/2016 17:40,"RT @IslamicTruths: Donate for a good cause, help our Muslim in #Aleppo by purchasing in the charity fundraising stall held on Saturday http…","['', 'help', 'donate', 'http', 'islamictruths', 'held', 'fundraising', 'stall', 'saturday', 'purchasing', 'charity', 'cause', 'good', 'muslim']",140,POS,0.7184687256813049
15701,wayf44rer,wayf44rerr,justnothing,Nowhere,1398,502,5/5/2016 18:35,"@Trxknsi last time it was just 3 days, now it is almost 2 weeks.. hope he is alright though","['hope', 'time', 'day', 'alright', 'trxknsi', 'last', 'almost', 'week', 'though']",91,POS,0.734193742275238
15703,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1423,32986,5/5/2016 19:01,@TrueTorah amen,"['amen', 'truetorah']",15,POS,0.7519332766532898
15707,Murasil,murasil1,"Latest Reports, Breaking News and Real-Time Updates with Special Focus on Background, Analysis and Investigative Reporting. Follows, RTs ≠ endorsements.","Bandar Seri Begawan, Negara Brunei Darussalam",195,129,5/5/2016 19:36,"When they see #IS gaining we always hear stuff like: ""ISIL is clearly trying to project strength"". As if to calm down their readers.","['', 'strength', 'always', 'gaining', 'like', 'clearly', 'reader', 'trying', 'calm', 'isil', 'see', 'project', 'hear', 'stuff']",132,POS,0.649704098701477
