,name,username,description,location,followers,numberstatuses,time,tweets,wordlist,word_count,sentiment_label,sentiment_score
13632,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 13:56,RT @JettGoldsmith: American media just fundamentally doesn't understand that the vast majority of displaced Syrians come from regime airstr…,"['doesnt', 'vast', 'displaced', 'syrian', 'regime', 'fundamentally', 'american', 'airstr', 'understand', 'medium', 'majority', 'come', 'jettgoldsmith']",140,NEG,0.5361542701721191
13635,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 13:57,#AmaqAgency #Breaking 2 #IslamicState Martyrdom Bombers detonate their Jackets inside the Imam Ali Husayniyyah https://t.co/9TyRUzo4Ck,"['', 'martyrdom', 'imam', 'ali', 'detonate', 'inside', 'husayniyyah', 'bomber', 'jacket']",134,NEG,0.9208971858024597
13637,N i d a l,Nidalgazaui,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Germany,4187,5437,4/22/2016 14:02,"Israeli Judge: Why you stabbed Soldiers with a knife? He replied : ""My financial situation is bad to buy me a gun https://t.co/Tv0EmbMbdx","['situation', 'bad', 'gun', 'judge', 'stabbed', 'knife', 'buy', 'israeli', 'replied', 'soldier', 'financial']",137,NEG,0.9435120224952698
13638,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 14:02,#AmaqAgency a Syrian warplane is shot down in eastern Damascus https://t.co/tpDBZ9sz1w,"['', 'syrian', 'warplane', 'damascus', 'shot', 'eastern']",86,NEG,0.5128334164619446
13643,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 14:10,ISIS are now attacking and destroying Assad airplanes near Dumayr. These planes were left alone by Jaysh Al-Islam: https://t.co/5rcb0UVInX,"['jaysh', 'airplane', 'near', 'isi', 'plane', 'assad', 'destroying', 'left', 'alislam', 'attacking', 'dumayr', 'alone']",138,NEG,0.7512218952178955
13645,War BreakingNews,warrnews,we provide fresh news from every battlefield,world,7458,7152,4/22/2016 14:11,"Israeli Judge to a Palestinan Boy: Why you stabbed Soldiers with a knife? He replied : ""My financial situation is... https://t.co/50eBnZusPu","['situation', 'judge', 'stabbed', 'knife', 'israeli', 'boy', 'replied', 'palestinan', 'soldier', 'financial']",140,NEG,0.6130086183547974
13646,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 14:14,"#AmaqAgency #Breaking 5 al-Qaeda fighters surrender to #IslamicState Fighters in Palestine Camp in #Damascus, while 3 others were killed","['', 'palestine', 'killed', 'camp', 'surrender', 'fighter', 'others', 'alqaeda']",136,NEG,0.9559447169303894
13649,N i d a l,Nidalgazaui,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Germany,4187,5437,4/22/2016 14:23,"RT @ShamiRebel: April, 22, 2016

Innocent Syrian child killed by Russian airstrikes in Salahuddin #Aleppo

Will the 🌍 outrage again? https:…","['', 'outrage', 'russian', 'syrian', 'killed', 'child', 'april', 'airstrikes', 'innocent', 'shamirebel', 'salahuddin']",140,NEG,0.9640427231788635
13652,Umm Abdul-Majeed,safiyaimback,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",Ghurabā,62,136,4/22/2016 14:25,"@nikkijfox but when a lone (non religious) Arab kills, he always gets the ""terrorist"" title","['kill', 'get', 'religious', 'terrorist', 'title', 'nikkijfox', 'non', 'always', 'arab', 'lone']",91,NEG,0.9609474539756775
13655,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 14:27,"PT: According to our sources in Damascus, Jabhat Al-Nusra confiscated all electronics from their fighters to stop them defecting to ISIS.","['jabhat', 'according', 'stop', 'pt', 'defecting', 'isi', 'damascus', 'source', 'alnusra', 'fighter', 'electronics', 'confiscated']",137,NEG,0.8046628832817078
13659,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 14:34,"This Israeli Soldier has executed an injured palestinian, look at how they are happy of what he has done.

https://t.co/Niwxfh41RW","['palestinian', 'happy', 'done', 'injured', 'look', 'israeli', 'executed', 'soldier']",130,NEG,0.9653555750846863
13662,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 14:38,"RT @7layers_: 20 civilians killed in #Aleppo today by #Assad regime airstrikes, including Assad's favorite targets, children. https://t.co/…","['', 'including', 'target', 'killed', 'child', 'civilian', 'layer', 'airstrikes', 'assads', 'regime', 'today', 'favorite']",140,NEG,0.9626247882843018
13663,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 14:39,Derna residents accuse the Al-Qaeda and Libyan Gov Coalition which evicted ISIS from Derna of looting and theft: https://t.co/0m652ALZDn,"['libyan', 'derna', 'isi', 'looting', 'theft', 'coalition', 'evicted', 'accuse', 'gov', 'alqaeda', 'resident']",136,NEG,0.8906511068344116
13664,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 14:45,"Breaking! Two Istishhadis detonates inside the Husayniya temple ""Imam Ali"" in al-Radwaniya south Baghdad. https://t.co/sCgDpvm6qS","['detonates', 'istishhadis', 'temple', 'imam', 'ali', 'inside', 'breaking', 'two', 'husayniya', 'alradwaniya', 'south', 'baghdad']",129,NEG,0.95037442445755
13665,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 14:45,The reports were that 5 surrendered themselves &amp; 3 were killed in clashes in Palestine camp. https://t.co/g4BYt5nwE7,"['surrendered', 'palestine', 'killed', 'amp', 'camp', 'report', 'clash']",120,NEG,0.9662911295890808
13666,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 14:45,"Breaking! Turkish shelling targeting the villages Kafr Ghan, Sheikh Rih, Baragheda &amp; Tilalayn.

La3nat Allah ala VSO https://t.co/uEVJ2IXAoJ","['tilalaynlanat', 'shelling', 'targeting', 'baragheda', 'sheikh', 'ghan', 'breaking', 'amp', 'rih', 'allah', 'ala', 'vso', 'village', 'kafr', 'turkish']",144,NEG,0.9003159999847412
13669,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 14:45,"""kill the mushrikeen wherever you find them"" 9:5

You will not have any feeling of security ya rawafidh unless you make Tawbah.","['kill', 'tawbah', 'wherever', 'feeling', 'ya', 'unless', 'make', 'mushrikeen', 'rawafidh', 'find', 'security']",127,NEG,0.8278524279594421
13670,N i d a l,Nidalgazaui,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Germany,4187,5437,4/22/2016 14:47,RT @warrnews: Huge Blast caused by #Hamas VBIED In #Gaza years ago. Killed dozens of IDF Soldiers. https://t.co/gswEZWNIKu,"['', 'huge', 'ago', 'killed', 'blast', 'year', 'vbied', 'idf', 'warrnews', 'dozen', 'soldier', 'caused']",122,NEG,0.9630345702171326
13672,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 14:52,American B-52 planes which bomb people in Mosul and Fallujah take off from US airbases in Qatar and Saudi Arabia: https://t.co/arORb2oraw,"['qatar', 'b', 'airbases', 'fallujah', 'plane', 'american', 'people', 'bomb', 'arabia', 'take', 'saudi', 'mosul', 'u']",137,NEG,0.7240001559257507
13674,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 15:01,"RT @AfricaACSS: #Burundi’s Catholic Church rejects government’s ‘terrorist’ label
https://t.co/FWZuFhyOxs","['catholic', 'church', '', 'africaacss', 'reject', 'label', 'government', 'terrorist']",105,NEG,0.761032223701477
13676,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 15:06,"Assad has killed over 500,000 civilians and yet some rebel groups still want a US-sponsored peace agreement with him https://t.co/jNTzdfsy1l","['rebel', 'group', 'want', 'peace', 'killed', 'civilian', 'assad', 'still', 'yet', 'ussponsored', 'agreement']",140,NEG,0.9407601952552795
13682,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 15:44,"@WarReporter1 Another point. The ""exhaustion"" strategy advocated by the original Al-Qaeda planners has weakened the US to the point 1/2","['warreporter', 'strategy', 'point', 'planner', 'u', 'another', 'alqaeda', 'advocated', 'original', 'weakened', 'exhaustion']",135,NEG,0.5917513370513916
13683,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 15:45,@WarReporter1 2/2 where the US cannot engage in another massive war like the 2003 Iraqi War for a long time. See: https://t.co/1QRS3vD57T,"['time', 'war', 'warreporter', 'long', 'massive', 'engage', 'cannot', 'see', 'another', 'iraqi', 'u', 'like']",137,NEG,0.9379386305809021
13685,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 15:51,"RT @7layers_: Children are honest, they cannot fake a smile out of fear. https://t.co/dbHs0z3eI3","['fake', 'fear', 'honest', 'child', 'layer', 'cannot', 'smile']",96,NEG,0.9461969137191772
13686,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 15:53,"The #AmaqAgency release video of the Assad plane destroyed by ISIS in Dakwah, in the eastern countryside of Damascus https://t.co/OBimgIBVdK","['', 'release', 'destroyed', 'video', 'plane', 'isi', 'assad', 'dakwah', 'countryside', 'damascus', 'eastern']",140,NEG,0.9183847308158875
13688,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 16:01,Allahu Akbar! 2 truckloads of ammunition of apostate Kurds destroyed after detonating an explosive device yesterday. https://t.co/a6FKhOUsSi,"['apostate', 'destroyed', 'allahu', 'kurd', 'explosive', 'akbar', 'ammunition', 'device', 'detonating', 'truckloads', 'yesterday']",140,NEG,0.9510549306869507
13689,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 16:01,"After being stepped on, dogs of Zawahiri reaches a new level of shamefulness. Sending women to do their job.

https://t.co/LGRNGbNDKC","['woman', 'stepped', 'shamefulness', 'reach', 'new', 'dog', 'sending', 'job', 'zawahiri', 'level']",133,NEG,0.9722399711608887
13690,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 16:02,"RT @MintPressNews: TRENDING: Evidence Suggests US Soldiers Raped Boys In Front Of Their Mothers In #Iraq  https://t.co/LGnqWWfpbm

https://…","['', 'suggests', 'mintpressnews', 'raped', 'front', 'soldier', 'boy', 'mother', 'evidence', 'trending', 'u']",140,NEG,0.9009101986885071
13691,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 16:10,"RT @AFP: #BREAKING Pentagon acknowledges US killed 20 civilians in Iraq, Syria in five months","['', 'pentagon', 'afp', 'acknowledges', 'killed', 'civilian', 'month', 'syria', 'five', 'u', 'iraq']",93,NEG,0.9334356784820557
13693,Conflict Reporter,WarReporter1,Reporting on conflicts in the MENA and Asia regions. Not affiliated to any group or movement.,Worldwide contributions,2168,1128,4/22/2016 16:31,One of the clever counterintelligence tactics used by the British to fool the Nazi's: https://t.co/9YxaG2bNWf https://t.co/Fr8diqQ4r1,"['british', 'nazi', 'used', 'counterintelligence', 'tactic', 'fool', 'one', 'clever']",133,NEG,0.7192290425300598
13694,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 16:33,"Update in Daraa: Shuhada Yarmouk destroys two Sahwat tanks, one with a landmine &amp; second with a heat missile near the Sahem Dam.","['missile', 'sahem', 'near', 'daraa', 'shuhada', 'sahwat', 'amp', 'heat', 'two', 'tank', 'yarmouk', 'dam', 'second', 'landmine', 'update', 'one', 'destroys']",132,NEG,0.8425388336181641
13695,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 16:33,"@Turkiiii_____ Mu'Tah, drugs,chicha and Shirk have destroyed their brain.","['drugschicha', 'destroyed', 'shirk', 'mutah', 'brain', 'turkiiii']",73,NEG,0.8912405371665955
13697,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 16:40,"@7layers_ perhaps they count them as terrorist, we never know with this corrupt military oligarchy of the Pentagon.","['pentagon', 'count', 'never', 'perhaps', 'layer', 'oligarchy', 'know', 'corrupt', 'terrorist', 'military']",115,NEG,0.746759295463562
13700,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 16:56,Breaking! Many killed/injured &amp; many vehicles destroyed from a rafidhi convoy after an explosive device detonated. https://t.co/5veoNCzakK,"['destroyed', 'many', 'amp', 'breaking', 'killedinjured', 'vehicle', 'convoy', 'rafidhi', 'explosive', 'device', 'detonated']",142,NEG,0.974165678024292
13703,Aiman al-zaishan,al_zaishan10,,,24,164,4/22/2016 17:22,US has spent over 7 billion in less than two years in their fight against Dawlah. https://t.co/TUXmkYj4x1,"['spent', 'fight', 'billion', 'year', 'two', 'less', 'dawlah', 'u']",105,NEG,0.6371466517448425
13706,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,1138,324,4/22/2016 17:39,RT @p_vanostaeyen: In the new issue The Islamic State announces it has captured a Turkish soldier https://t.co/aB5RAEFNez,"['captured', 'issue', 'new', 'islamic', 'pvanostaeyen', 'turkish', 'state', 'soldier', 'announces']",121,NEG,0.6008798480033875
13710,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,1138,324,4/22/2016 17:48,#Sinai IED explosion targeted Egyptian army M60 tank near as-Sydra area on the road between al-Arish and Rafahh,"['', 'near', 'assydra', 'area', 'egyptian', 'ied', 'tank', 'alarish', 'rafahh', 'army', 'targeted', 'explosion', 'road']",111,NEG,0.8039540648460388
13711,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,1138,324,4/22/2016 17:52,#Sinai 1 Egyptian army recruit was killed &amp; 5 wounded after car accident in al-Masa’id neighborhood of al-Arish https://t.co/10kL2SA793,"['', 'wounded', 'neighborhood', 'recruit', 'egyptian', 'killed', 'amp', 'car', 'alarish', 'almasaid', 'accident', 'army']",139,NEG,0.9411981105804443
13713,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 17:55,"I love getting suspended just so I can come back
So keep reporting me :)","['love', 'reporting', 'backso', 'suspended', 'getting', 'come', 'keep']",72,NEG,0.5672206282615662
13714,wayf44rer,wayf44rerr,News of Maghreb and Mashreq,Middle of Nowhere,1138,324,4/22/2016 17:55,Deir ez-Zor – Airstrikes on al-Bu Kamal have killed Khamis Said al-Matar and seven members of his family today,"['said', 'albu', 'deir', 'killed', 'almatar', 'khamis', 'ezzor', 'airstrikes', 'member', 'kamal', 'today', 'family', 'seven']",110,NEG,0.9473629593849182
13716,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 18:01,Wanted dead 👉 @J0SEPHST4LIN,"['jsephstlin', 'dead', 'wanted']",27,NEG,0.9350467324256897
13719,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 18:05,"RT @afren_kha: @Suspend_Me_fags
Support","['afrenkha', 'suspendmefagssupport']",39,NEG,0.933410108089447
13728,Umm Abdul-Majeed,safiyaimback,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",Ghurabā,62,136,4/22/2016 18:33,"10 of the Worst Terror Attacks by Extreme Christians and Far-Right White Men @alternet https://t.co/KFSEy2bzwe

About right here","['worst', 'right', 'farright', 'terror', 'men', 'attack', 'christian', 'extreme', 'white', 'alternet']",128,NEG,0.9733905792236328
13729,Umm Abdul-Majeed,safiyaimback,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",Ghurabā,62,136,4/22/2016 18:36,@Suspend_Me_fags schmucks is what they are.,"['suspendmefags', 'schmuck']",43,NEG,0.9776492714881897
13731,Umm Abdul-Majeed,safiyaimback,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",Ghurabā,62,136,4/22/2016 18:38,"🚨Follow &amp; support🚨

@Abu296H ☝

Trolls be enraged 😠","['troll', 'supportabuh', 'amp', 'follow', 'enraged']",55,NEG,0.9160025715827942
13732,Umm Abdul-Majeed,safiyaimback,"Bismi-llāhi r-raḥmāni r-raḥīmi|  Allahumma inni as’aluk ash-shahadah| Sabran ya nafsi| No DM|  سلف الصالح

Ahl' us Sunn'āh wāl Jāmm'āh",Ghurabā,62,136,4/22/2016 18:40,"Commando attack and martyrdom operation with explosive belt hits Peshmerga fighters in the Dumiz area of Sinjar city.

#Amaqagency","['martyrdom', 'area', 'sinjar', 'commando', 'hit', 'city#amaqagency', 'explosive', 'belt', 'dumiz', 'attack', 'fighter', 'operation', 'peshmerga']",130,NEG,0.8338443040847778
13733,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 18:41,@Bi_polaiire Qa'Qah mais bon c'est pas terrible si le petit habite dans un pays francophone,"['le', 'pa', 'dans', 'un', 'terrible', 'qaqah', 'pay', 'bon', 'cest', 'petit', 'bipolaiire', 'francophone', 'habite', 'si', 'mais']",91,NEG,0.973474383354187
13735,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 18:56,RT @Anonish66: This #Daeshbag really bragging about his number of account suspensions? @safety @support https://t.co/slIrnQI23N,"['', 'suspension', 'anonish', 'account', 'safety', 'support', 'really', 'bragging', 'number']",127,NEG,0.7255164980888367
13736,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/22/2016 19:00,While #Syria|n opposition awaits green light to down a SAA jet; this is #ISIS 2nd SAA jet downed since couple weeks https://t.co/aNfXTuK3QI,"['', 'green', 'couple', 'light', 'opposition', 'downed', 'awaits', 'since', 'week', 'nd', 'jet', 'saa']",139,NEG,0.5613318681716919
13739,N i d a l,Nidalgazaui,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Germany,4187,5437,4/22/2016 19:11,RT @mutludc: Kurdish sources say regime has been arming supporters &amp; tribes for a while to start an Arab-Kurd fight in Qamishlo  https://t.…,"['arabkurd', 'fight', 'supporter', 'arming', 'amp', 'say', 'qamishlo', 'source', 'kurdish', 'tribe', 'start', 'regime', 'mutludc']",144,NEG,0.9022899866104126
13744,N i d a l,Nidalgazaui,"17yr. old Freedom Activist
/Correspondence of NGNA /Terror Expert/Middle East Expert. Daily News about Syria/Iraq/Yemen/Russia/Middle East",Germany,4187,5437,4/22/2016 19:35,Reports that Faylaq Al Rahman Militants kidnapped a Number of Jaish Al Islam Fighters in Eastern #Ghouta,"['', 'rahman', 'al', 'eastern', 'militant', 'faylaq', 'report', 'islam', 'kidnapped', 'fighter', 'jaish', 'number']",104,NEG,0.7757390141487122
13762,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 19:40,RT @CdvdvgbjgZz: You cannot stop us bismillah arrahman arraheem #UCC https://t.co/7Jrc2J1K9i,"['', 'stop', 'cdvdvgbjgzz', 'bismillah', 'arraheem', 'cannot', 'arrahman', 'u']",92,NEG,0.774114191532135
13767,ISLAMIC STATE,Afriqqiya_252,,,71,33,4/22/2016 19:43,Bismillahi Assalam Alaikum I'm back from suspended FOLLOW &amp; RETWEET JazakAllah Khair #KUFFAR DIE IN YOUR RAGE!!  https://t.co/ABLjOWZZNX,"['', 'alaikum', 'amp', 'im', 'follow', 'bismillahi', 'die', 'back', 'suspended', 'jazakallah', 'khair', 'rage', 'assalam', 'retweet']",140,NEG,0.5845838189125061
13768,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/22/2016 19:43,Reports #Libya|n military helicopter was downed or crashed in al-Abraq air-base northeast Benghazi. 3 of its crew reportedly killed..,"['alabraq', 'crew', '', 'crashed', 'reportedly', 'benghazi', 'killed', 'northeast', 'helicopter', 'airbase', 'downed', 'report', 'military']",133,NEG,0.9079585075378418
13770,Rami,RamiAlLolah,"Real-Time News, Exclusives, Intelligence & Classified Information/Reports from the ME. Forecasted many Israeli strikes in Syria/Lebanon. Graphic content.",Read my blog,33921,17915,4/22/2016 19:48,#BreakingNews Son of chief of general staff of the #Libya|n armed forces killed in a helicopter crashed for unknown reasons in Abraq AB..,"['armed', 'general', 'abraq', 'crashed', '', 'killed', 'helicopter', 'unknown', 'reason', 'son', 'staff', 'ab', 'force', 'chief']",137,NEG,0.8509380221366882
13772,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 19:49,RT @RamiAlLolah: #BreakingNews Son of chief of general staff of the #Libya|n armed forces killed in a helicopter crashed for unknown reason…,"['armed', 'general', '', 'crashed', 'killed', 'helicopter', 'unknown', 'reason', 'son', 'staff', 'ramiallolah', 'force', 'chief']",140,NEG,0.9076125621795654
13776,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 19:53,"RT @AJENews: ""I was asleep when they came."" Recalling attack in Ethiopia in which 100 children kidnapped. https://t.co/zZqJgAbJHr https://t…","['asleep', 'ajenews', 'came', 'child', 'attack', 'recalling', 'kidnapped', 'ethiopia']",140,NEG,0.8795515894889832
13777,كتكات كوكونة,Uncle_SamCoco,"Here to defend the  American freedom and also the freedom of coconut . Cat Lover or Hater. Kebab Fan . We're all living in America, America ist wunderbar #USA","Texas, USA",1740,5879,4/22/2016 19:53,"RT @The_NewArab: Murdered #Italian student was detained by police before death, latest https://t.co/vxL0XTNjmW","['', 'police', 'student', 'death', 'murdered', 'latest', 'thenewarab', 'detained']",110,NEG,0.9687615633010864
13782,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 19:55,RT @Afriqqiya_252: Bismillahi Assalam Alaikum I'm back from suspended FOLLOW &amp; RETWEET JazakAllah Khair #KUFFAR DIE IN YOUR RAGE!!  https:/…,"['afriqqiya', 'alaikum', '', 'amp', 'im', 'follow', 'bismillahi', 'die', 'back', 'suspended', 'jazakallah', 'khair', 'rage', 'assalam', 'retweet']",144,NEG,0.6850138902664185
13787,come suspend me,Suspend_Me_fags,Ismail Abdul Jabbar Al-Brazili | Исмаил Абдул Джаббар Ал-Вразили | اسماعيل عبدالجبار البرازيلي,I hate snitches,38,80,4/22/2016 20:01,"Nusayri pilot captured alive by mujahidin
Allahuakbaaaaaaaaaar
Another vid burning a pilot alive soon in'shaa Allah, can't wait","['soon', 'wait', 'nusayri', 'pilot', 'captured', 'mujahidinallahuakbaaaaaaaaaaranother', 'burning', 'allah', 'alive', 'vid', 'cant', 'inshaa']",127,NEG,0.9633381366729736
13793,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,928,8222,4/22/2016 20:15,RT @WarReporter1: American B-52 planes which bomb people in Mosul and Fallujah take off from US airbases in Qatar and Saudi Arabia: https:/…,"['warreporter', 'qatar', 'b', 'airbases', 'fallujah', 'plane', 'american', 'people', 'bomb', 'arabia', 'take', 'saudi', 'mosul', 'u']",140,NEG,0.5121256709098816
13794,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,928,8222,4/22/2016 20:15,RT @RamiAlLolah: Reports #Libya|n military helicopter was downed or crashed in al-Abraq air-base northeast Benghazi. 3 of its crew reported…,"['alabraq', 'crew', '', 'crashed', 'benghazi', 'reported', 'northeast', 'helicopter', 'airbase', 'downed', 'ramiallolah', 'report', 'military']",140,NEG,0.5726314187049866
13796,Salahuddin Ayubi,mobi_ayubi,"Journalist, specialize in ongoing war against terrorism.Retweet is not endorsement.",,928,8222,4/22/2016 20:16,"RT @WarReporter1: The #AmaqAgency release video of the Assad plane destroyed by ISIS in Dakwah, in the eastern countryside of Damascus http…","['', 'release', 'destroyed', 'http', 'warreporter', 'video', 'plane', 'isi', 'assad', 'dakwah', 'countryside', 'damascus', 'eastern']",140,NEG,0.886928141117096
13821,one who believes,ro34th,"Torah Observant, follower of the Prophet Yeshua the Messiah. husband father granpa average cod/bf player on a ps4 i also take prayer requests just dm me.",dar al-kufr,1365,32875,4/22/2016 20:30,"RT @AP: BREAKING: Authorities: Killer of 8 in Ohio believed to be at large, should be considered armed, dangerous.","['armed', 'ap', 'believed', 'large', 'breaking', 'considered', 'killer', 'authority', 'dangerous', 'ohio']",114,NEG,0.8594058156013489
